Num,Time,City,Value
0,2017/1/1 0:00,A,3.9002417910000005
1,2017/1/1 1:00,A,2.520268503
2,2017/1/1 2:00,A,1.4899562990000002
3,2017/1/1 3:00,A,0.8961200779999999
4,2017/1/1 4:00,A,0.608649615
5,2017/1/1 5:00,A,0.552281119
6,2017/1/1 6:00,A,0.799602444
7,2017/1/1 7:00,A,1.492961935
8,2017/1/1 8:00,A,2.319831012
9,2017/1/1 9:00,A,3.057128772
10,2017/1/1 10:00,A,3.610928735
11,2017/1/1 11:00,A,3.867333768
12,2017/1/1 12:00,A,3.875674118
13,2017/1/1 13:00,A,3.78052486
14,2017/1/1 14:00,A,2.8592408689999997
15,2017/1/1 15:00,A,3.682955273
16,2017/1/1 16:00,A,3.714455582
17,2017/1/1 17:00,A,3.800472177
18,2017/1/1 18:00,A,3.9342438719999997
19,2017/1/1 19:00,A,4.019793881
20,2017/1/1 20:00,A,3.995172272
21,2017/1/1 21:00,A,3.899238708
22,2017/1/1 22:00,A,3.923883035
23,2017/1/1 23:00,A,4.609963101
24,2017/1/2 0:00,A,3.696607242
25,2017/1/2 1:00,A,2.265063846
26,2017/1/2 2:00,A,1.286139236
27,2017/1/2 3:00,A,0.7621494870000001
28,2017/1/2 4:00,A,0.480649365
29,2017/1/2 5:00,A,0.476143039
30,2017/1/2 6:00,A,0.713216711
31,2017/1/2 7:00,A,1.308540891
32,2017/1/2 8:00,A,2.0010544219999997
33,2017/1/2 9:00,A,2.717088589
34,2017/1/2 10:00,A,3.39472532
35,2017/1/2 11:00,A,3.813036362
36,2017/1/2 12:00,A,4.1573224
37,2017/1/2 13:00,A,3.39823819
38,2017/1/2 14:00,A,2.732501077
39,2017/1/2 15:00,A,2.7691162080000002
40,2017/1/2 16:00,A,2.824429639
41,2017/1/2 17:00,A,3.5392932160000004
42,2017/1/2 18:00,A,3.682715735
43,2017/1/2 19:00,A,3.118376797
44,2017/1/2 20:00,A,3.4769738560000003
45,2017/1/2 21:00,A,4.547732568
46,2017/1/2 22:00,A,4.403461707
47,2017/1/2 23:00,A,5.446996402000001
48,2017/1/3 0:00,A,4.112476172
49,2017/1/3 1:00,A,2.276217902
50,2017/1/3 2:00,A,1.244251898
51,2017/1/3 3:00,A,0.7207776920000001
52,2017/1/3 4:00,A,0.49712649799999997
53,2017/1/3 5:00,A,0.474300806
54,2017/1/3 6:00,A,0.8195305390000001
55,2017/1/3 7:00,A,1.867978387
56,2017/1/3 8:00,A,2.805217059
57,2017/1/3 9:00,A,3.07276171
58,2017/1/3 10:00,A,3.276185068
59,2017/1/3 11:00,A,3.433614001
60,2017/1/3 12:00,A,3.293762601
61,2017/1/3 13:00,A,2.841612912
62,2017/1/3 14:00,A,2.6534733459999997
63,2017/1/3 15:00,A,2.705509171
64,2017/1/3 16:00,A,2.833302655
65,2017/1/3 17:00,A,2.940797049
66,2017/1/3 18:00,A,4.352332007
67,2017/1/3 19:00,A,4.298664621
68,2017/1/3 20:00,A,4.4271430480000005
69,2017/1/3 21:00,A,4.448438611
70,2017/1/3 22:00,A,4.624019473
71,2017/1/3 23:00,A,5.442357187000001
72,2017/1/4 0:00,A,4.1385097019999995
73,2017/1/4 1:00,A,2.4690765619999997
74,2017/1/4 2:00,A,1.185360742
75,2017/1/4 3:00,A,0.7183868529999999
76,2017/1/4 4:00,A,0.498551245
77,2017/1/4 5:00,A,0.518455502
78,2017/1/4 6:00,A,0.906866031
79,2017/1/4 7:00,A,1.994530701
80,2017/1/4 8:00,A,2.974171487
81,2017/1/4 9:00,A,3.4047209780000003
82,2017/1/4 10:00,A,3.8568216769999997
83,2017/1/4 11:00,A,4.248083594
84,2017/1/4 12:00,A,4.893690533
85,2017/1/4 13:00,A,4.285578439
86,2017/1/4 14:00,A,4.096869958
87,2017/1/4 15:00,A,4.236977802
88,2017/1/4 16:00,A,4.38418634
89,2017/1/4 17:00,A,4.560728738
90,2017/1/4 18:00,A,4.676633099
91,2017/1/4 19:00,A,4.5472841310000005
92,2017/1/4 20:00,A,4.470259985
93,2017/1/4 21:00,A,4.502931384
94,2017/1/4 22:00,A,4.6824690769999995
95,2017/1/4 23:00,A,5.560352657999999
96,2017/1/5 0:00,A,4.369029724
97,2017/1/5 1:00,A,2.416709589
98,2017/1/5 2:00,A,1.290409781
99,2017/1/5 3:00,A,0.778520413
100,2017/1/5 4:00,A,0.5430600010000001
101,2017/1/5 5:00,A,0.5415536470000001
102,2017/1/5 6:00,A,0.956629623
103,2017/1/5 7:00,A,2.031423938
104,2017/1/5 8:00,A,3.13082229
105,2017/1/5 9:00,A,3.5762193239999998
106,2017/1/5 10:00,A,4.06668168
107,2017/1/5 11:00,A,4.436328198
108,2017/1/5 12:00,A,5.170334093999999
109,2017/1/5 13:00,A,4.4868893430000005
110,2017/1/5 14:00,A,4.243695462
111,2017/1/5 15:00,A,4.347705191
112,2017/1/5 16:00,A,4.46140881
113,2017/1/5 17:00,A,4.6734215
114,2017/1/5 18:00,A,4.493918396000001
115,2017/1/5 19:00,A,4.703819781
116,2017/1/5 20:00,A,4.655358936
117,2017/1/5 21:00,A,4.668360782
118,2017/1/5 22:00,A,4.904030038
119,2017/1/5 23:00,A,5.719159689
120,2017/1/6 0:00,A,4.4726977660000005
121,2017/1/6 1:00,A,2.5724837430000003
122,2017/1/6 2:00,A,1.397289975
123,2017/1/6 3:00,A,0.819148642
124,2017/1/6 4:00,A,0.562822116
125,2017/1/6 5:00,A,0.533604224
126,2017/1/6 6:00,A,0.942880252
127,2017/1/6 7:00,A,2.063168137
128,2017/1/6 8:00,A,2.986164572
129,2017/1/6 9:00,A,3.242075098
130,2017/1/6 10:00,A,2.71136568
131,2017/1/6 11:00,A,3.017440396
132,2017/1/6 12:00,A,2.8864440339999997
133,2017/1/6 13:00,A,2.938113385
134,2017/1/6 14:00,A,2.906264883
135,2017/1/6 15:00,A,4.437625934
136,2017/1/6 16:00,A,4.594538361000001
137,2017/1/6 17:00,A,4.738368518
138,2017/1/6 18:00,A,4.869662006
139,2017/1/6 19:00,A,4.69242912
140,2017/1/6 20:00,A,4.636009823999999
141,2017/1/6 21:00,A,4.717293948
142,2017/1/6 22:00,A,4.842000103999999
143,2017/1/6 23:00,A,5.089132687
144,2017/1/7 0:00,A,4.534261035
145,2017/1/7 1:00,A,2.797445425
146,2017/1/7 2:00,A,1.574272128
147,2017/1/7 3:00,A,0.9102083740000001
148,2017/1/7 4:00,A,0.590784113
149,2017/1/7 5:00,A,0.5335905360000001
150,2017/1/7 6:00,A,0.8098959809999999
151,2017/1/7 7:00,A,1.554788663
152,2017/1/7 8:00,A,2.400446036
153,2017/1/7 9:00,A,3.236544458
154,2017/1/7 10:00,A,3.911112473
155,2017/1/7 11:00,A,4.317272893999999
156,2017/1/7 12:00,A,4.858745303
157,2017/1/7 13:00,A,4.614482379
158,2017/1/7 14:00,A,4.369879889
159,2017/1/7 15:00,A,4.308895813
160,2017/1/7 16:00,A,4.4814223985
161,2017/1/7 17:00,A,4.427717059
162,2017/1/7 18:00,A,4.496341202
163,2017/1/7 19:00,A,4.504833566
164,2017/1/7 20:00,A,4.44859252
165,2017/1/7 21:00,A,4.414930136000001
166,2017/1/7 22:00,A,4.54528042
167,2017/1/7 23:00,A,4.839433301000001
168,2017/1/8 0:00,A,4.401108539
169,2017/1/8 1:00,A,2.877391672
170,2017/1/8 2:00,A,1.6505451480000002
171,2017/1/8 3:00,A,0.948221979
172,2017/1/8 4:00,A,0.608986884
173,2017/1/8 5:00,A,0.530707477
174,2017/1/8 6:00,A,0.7338376740000001
175,2017/1/8 7:00,A,1.314103381
176,2017/1/8 8:00,A,2.094943738
177,2017/1/8 9:00,A,2.832760202
178,2017/1/8 10:00,A,3.5413315310000004
179,2017/1/8 11:00,A,4.002894418
180,2017/1/8 12:00,A,4.349372757
181,2017/1/8 13:00,A,4.139391565
182,2017/1/8 14:00,A,3.9801866269999997
183,2017/1/8 15:00,A,4.025553726
184,2017/1/8 16:00,A,4.07541904
185,2017/1/8 17:00,A,4.174929742
186,2017/1/8 18:00,A,4.27815097
187,2017/1/8 19:00,A,4.334276938
188,2017/1/8 20:00,A,4.322974585
189,2017/1/8 21:00,A,4.325478021
190,2017/1/8 22:00,A,4.461697217
191,2017/1/8 23:00,A,5.169920895
192,2017/1/9 0:00,A,4.072979758
193,2017/1/9 1:00,A,2.495240894
194,2017/1/9 2:00,A,1.65495592075
195,2017/1/9 3:00,A,1.0937230929375
196,2017/1/9 4:00,A,0.783797338484375
197,2017/1/9 5:00,A,0.6671761963710937
198,2017/1/9 6:00,A,0.8234924929999999
199,2017/1/9 7:00,A,1.84690946
200,2017/1/9 8:00,A,2.752307651
201,2017/1/9 9:00,A,3.103960767
202,2017/1/9 10:00,A,3.619461163
203,2017/1/9 11:00,A,4.135382477
204,2017/1/9 12:00,A,4.766796265
205,2017/1/9 13:00,A,4.048408423
206,2017/1/9 14:00,A,3.9125050110000004
207,2017/1/9 15:00,A,4.081616666
208,2017/1/9 16:00,A,4.184592776000001
209,2017/1/9 17:00,A,4.312120737
210,2017/1/9 18:00,A,4.430593042
211,2017/1/9 19:00,A,4.259149521
212,2017/1/9 20:00,A,4.2626082919999995
213,2017/1/9 21:00,A,4.223309769
214,2017/1/9 22:00,A,4.4459462489999995
215,2017/1/9 23:00,A,5.117626395
216,2017/1/10 0:00,A,4.03360238
217,2017/1/10 1:00,A,2.296097842
218,2017/1/10 2:00,A,1.6136393088749998
219,2017/1/10 3:00,A,1.1624082616874998
220,2017/1/10 4:00,A,0.8946376226640624
221,2017/1/10 5:00,A,0.7693843918515624
222,2017/1/10 6:00,A,0.848547552
223,2017/1/10 7:00,A,1.860732626
224,2017/1/10 8:00,A,2.768123788
225,2017/1/10 9:00,A,3.1594732210000003
226,2017/1/10 10:00,A,2.727276978
227,2017/1/10 11:00,A,2.781547943
228,2017/1/10 12:00,A,3.205959415
229,2017/1/10 13:00,A,2.760382425
230,2017/1/10 14:00,A,2.624039664
231,2017/1/10 15:00,A,4.029464819
232,2017/1/10 16:00,A,4.163290479
233,2017/1/10 17:00,A,4.320836942
234,2017/1/10 18:00,A,4.40341113
235,2017/1/10 19:00,A,4.284990665
236,2017/1/10 20:00,A,4.312127133
237,2017/1/10 21:00,A,4.318771893
238,2017/1/10 22:00,A,4.521267261
239,2017/1/10 23:00,A,5.114466019
240,2017/1/11 0:00,A,4.086328571
241,2017/1/11 1:00,A,2.3916449980000003
242,2017/1/11 2:00,A,1.3418476990000001
243,2017/1/11 3:00,A,0.785489441
